    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update 
Bronx Care Health Systems,Inpatient Psychiatric Unit,1265 Franklin Avenue,,Bronx,NY,10456,,Bronx,718-466-6021,Intakes,718-579-7385,718-901-8222,http://www.bronxcare.org/,40.8312155,-73.9030516,MH,2019-03-04 17:17:30.522
Bronx/Lebanon Hospital Center,Adult Outpatient Clinic,1276 Fulton Avenue,,Bronx,NY,10456,,Bronx,718-901-8440,Intakes,718-579-7395,718-579-7385,http://,40.831379,-73.903097,MH,2017-02-27 11:25:37
Institute Center for Counseling at,Walton,1894 Walton Avenue,2nd Floor,Bronx,NY,10453,,Bronx,718-583-2508 x2180,,718-583-2508,,http://www.institute.org,40.84961,-73.909025,MH,2017-02-27 11:25:37
Morris Heights Health Center,Harrison Circle,57 West Burnside Avenue,Level B-1,Bronx,NY,10453,,Bronx,718-839-8900 x3333,,,,http://www.mhhc.org,40.854387,-73.9095959,MH,2018-05-02 11:34:08.893
Crotona CR,,695 East 170th Street,,Bronx,NY,10456,,Bronx,718-991-0721,,,,http://www.urbanpathways.org,40.8335466,-73.8969488,MH,2017-02-27 11:25:37
New Horizon Counseling Center,Wavecrest HFA Clinic,242 Beach 20th Street,,Far Rockaway,NY,11691,3618,Queens,718-471-0982,,718-471-5500,,http://nhcc.us,40.596703,-73.753678,MH,2017-02-27 11:25:37
Bikur Cholim Inc,CAPs at Bikur Cholim,25 Robert Pitt Drive,Suite 101,Monsey,NY,10952,,Rockland,845-425-5252 x300,,845-425-5252 x330,,http://www.achievebh.org,41.110731,-74.0658065,MH,2019-02-22 08:45:04.889
SBH Behavioral Health,,2021 Grand Concourse,Suite 710,Bronx,NY,10453,,Bronx,718-960-3348,Intakes,718-960-3071,718-960-3417,http://www.fordhamtremont.org/,40.8519985,-73.9045345,MH,2018-11-07 16:39:15.658
Bronx Care Systems,Childrens Services,406 East 176th Street,,Bronx,NY,10457,,Bronx,718-901-6888,Intakes,718-579-7385,718-579-7395,http://www.bronxcare.org/,40.8465503,-73.9011683,MH,2019-03-04 17:18:45.484
Saint Johns Episcopal Hospital,,327 Beach 19th Street,,Far Rockaway,NY,11691,,Queens,718-869-8400 x1223,Intakes,718-869-7000,718-869-8400,http://www.ehs.org/,40.598001,-73.752973,MH,2017-02-27 11:25:37
Saint Johns Episcopal Hospital,CMHC,521 Beach 20th Street,,Far Rockaway,NY,11691,,Queens,718-869-8822,,,,http://www.ehs.org,40.6002088,-73.7540925,MH,2017-08-29 14:30:37.258
Episcopal Health Services Inc,Wellness and Recovery Center,19-08 Brookhaven Avenue,WRC,Far Rockaway,NY,11691,,Queens,718-869-8400 x1222,Intakes,718-869-8400 x1223,718-869-8400 x1230,http://www.ehs.org,40.5994533,-73.7527337,MH,2018-11-07 17:04:52.29
Graham Windham Services,Families and Children,1946 Webster Avenue,,Bronx,NY,10457,,Bronx,718-294-1715,,212-368-4100 x0,,http://www.graham-windham.org/,40.8489767,-73.8999511,MH,2019-02-22 09:14:32.812
Puerto Rican Family Institute Inc,Bronx Mental Health Clinic,4123 3rd Avenue,,Bronx,NY,10457,,Bronx,718-299-3045 x3228,Intakes,718-299-3045 x3221,718-299-3045 x3227,http://,40.84478,-73.897336,MH,2017-02-27 11:25:37
New Horizon Counseling Center,Far Rockaway Clinic,720 Beach 20th Street,Ground Floor,Far Rockaway,NY,11691,,Queens,718-327-7002,,,,http://www.nhcc.us,40.6021222,-73.753072,MH,2019-03-18 14:30:59.07
Childrens Aid,Bronx Health Services,910 East 172nd Street,3rd Floor,Bronx,NY,10460,,Bronx,347-767-2200,,,,http://www.childrenaidsociety.org,40.8338801,-73.8901442,MH,2018-05-14 11:47:29.59
Astor Servs for Children and Families,Astor Day Treatment Program,516 East Tremont Avenue,,Bronx,NY,10457,,Bronx,929-285-3917,,929-285-3917 x1096,,http://www.astorservices.org/,40.8466358,-73.8965864,MH,2018-08-21 16:28:42.376
Catholic Charities Neighborhood Servs,Rockaway Mental Health Services,1847 Mott Avenue,,Far Rockaway,NY,11691,,Queens,718-337-6800,,,,http://www.ccbq.org,40.603255,-73.751432,MH,2017-02-27 11:25:37
Sheltering Arms,Family Life Clinic,1600 Central Avenue,1st Floor,Far Rockaway,NY,11691,4103,Queens,718-471-6818,,,,http://www.bakerripley.org/,40.6051736,-73.7522446,MH,2019-02-22 08:58:32.036
Morris Heights Health Center,Walton Avenue,25 East 183rd Street,,Bronx,NY,10453,,Bronx,718-839-8900 x3333,,,,http://www.mhhc.org,40.8587197,-73.9028952,MH,2017-02-27 11:25:37
Transitional Services for New York Inc,PROS Program,90-27 Sutphin Boulevard,5th Floor,Jamaica,NY,11435,,Queens,718-526-6060 x7122,,718-526-8400 x7137,,http://www.tsiny.org,40.7024295,-73.8079068,MH,2019-02-07 15:29:04.873
Transitional Services for New York Inc,Outpatient Services,90-27 Supthin Boulevard,5th Floor,Jamaica,NY,11435,,Queens,718-526-8400 x7187,,718-425-4942,,http://www.tsiny.org,40.7024295,-73.8079068,MH,2019-02-07 14:57:48.661
Transitional Servs for New York Inc,Counseling and Crisis Center,90-27 Sutphin Boulevard,5th Floor,Jamaica,NY,11435,,Queens,718-526-8400 x7131,,718-526-8400 x7137,,http://www.tsiny.org,40.7023644,-73.8078355,MH,2018-05-30 09:04:15.64
SCO Family of Services,Ottilie Residential Treatment Facility,8570 148th Street,,Jamaica,NY,11435,2832,Queens,718-674-8030,,718-674-8000 x8050,,http://sco.org,40.7089956,-73.8113116,MH,2019-03-04 17:19:16.972
Bronx James J Peters VAMC,Mental Health Patient Care Center,130 West Kingsbridge Road (00MH),,Bronx,NY,10468,3904,Bronx,718-584-9000 x5178,Intakes,718-584-9000 x5000,718-584-9000 x5237,http://www.bronx.va.gov/,40.868521,-73.9052721,MH,2019-03-04 17:27:00.772
Vida Guidance Center A Division of UHP,,4419 3rd Avenue,,Bronx,NY,10457,,Bronx,718-364-7700 x2662,,718-364-7700,,http://comunilife.org,40.8520793,-73.8932218,MH,2018-09-05 11:01:46.556
Child Center of NY Inc,South Jamaica Clinic,115-15 Sutphin Boulevard,,Jamaica,NY,11434,,Queens,718-659-4000 x209,Intakes,718-659-4000 x200,718-659-4000 x201,http://www.childcenterny.org/,40.684485,-73.79228,MH,2017-02-27 11:25:37
SBH Behavioral Health,,260 East 188th Street,Floors 2 and 4,Bronx,NY,10458,,Bronx,718-960-3348,,718-960-3071,,http://www.helio.health/,40.8606063,-73.8960238,MH,2019-02-22 08:58:31.023
SBH Health System,Department of Psychiatry,4422 3rd Avenue,,Bronx,NY,10457,2545,Bronx,718-960-6159,,,,http://www.sbhny.org,40.853914,-73.8903914,MH,2019-02-22 08:20:17.535
Catholic Charities Neighborhood Servs,Catholic Charities BHC/ Jamaica,161-10 Jamaica Avenue,2nd Floor,Jamaica,NY,11432,,Queens,718-704-5488,,,,http://www.ccbq.org,40.7037585,-73.7978388,MH,2019-03-04 17:18:13.881
Sheltering Arms,Family Life Clinic,89-74 162nd Street,5th Floor,Jamaica,NY,11432,,Queens,718-526-2400,,718-206-3440,,http://safespacenyc.org,40.7047425,-73.798172,MH,2018-09-05 10:56:08.603
AIDS Center of Queens County Inc,ACQC,161-21 Jamaica Avenue,6th and 7th Floors,Jamaica,NY,11432,,Queens,718-896-2500 x5716,,718-896-2500 x5735,,http://acqc.org/,40.704557,-73.7980226,MH,2019-03-04 17:27:48.005
NYC/HHC Queens Hospital Center,Behavioral Health,82-68 164th Street,Suite Pavilion 412,Jamaica,NY,11432,1121,Queens,718-883-4027,,718-883-2722,,http://,40.7168484,-73.8043186,MH,2018-02-22 10:26:58.416
Asian American Mental Health,Asian Community Alcoholism Counseling,39-01 Main Street,Suite 508,Flushing,NY,11354,,Queens,718-445-0111,,,201-669-2678,http://,40.7601645,-73.8300113,MH,2019-02-07 14:02:56.901
JASA,Geriatric Mental Health Outreach Servs,1 Fordham Plaza,Room 908,Bronx,NY,10458,,Bronx,718-365-4044,,212-273-5272,,http://www.jasa.org,40.8606397,-73.8902282,MH,2019-02-07 15:25:05.382
NYC/HHC Queens Hospital Center,Queens Hosp Ctr Child Adolescent OPD,82-68 164 Street,Suite P-315,Jamaica,NY,11432,,Queens,718-883-2924,Intakes,718-883-2975,718-883-2700,http://nychhc.org,40.7171931,-73.8034817,MH,2018-11-07 17:04:10.382
Child Center of NY Inc,The Child Center of NY/Flushing Clinic,14015 B Sanford Avenue,Floor 2,Flushing,NY,11355,,Queens,718-358-8288 x214,,718-358-8288 x203,,http://www.childcenterny.org,40.7577192,-73.826324,MH,2019-02-28 13:15:44.285
NY Psychotherapy and Counseling Center,Sanford Home for Adults Clinic,140-40 Sanford Avenue,,Flushing,NY,11355,,Queens,718-939-7160,,,,http://www.nypcc.org,40.7572842,-73.8255079,MH,2019-02-07 14:03:04.954
Jewish Board of Family/Childrens Servs,Services/Ittleson Center RTF,5050 Iselin Avenue,,Bronx,NY,10471,,Bronx,718-549-6700,,,,http://www.jbfcs.org,40.8993895,-73.9044755,MH,2019-02-07 14:06:32.726
Flushing Hospital Medical Center,Psychiatric Inpatient Unit,45th Avenue at Parsons Boulevard,"Unit 3, North 1",Flushing,NY,11355,,Queens,718-670-4416,,718-670-5546,,http://www.flushinghospital.org,40.7556207,-73.8156366,MH,2019-03-04 17:17:33.905
Flushing Hospital Medical Center,Behavioral Health Services/OP,45th Avenue at Parsons Boulevard,,Flushing,NY,11355,,Queens,718-670-4416,,718-670-5562,,http://www.flushinghospital.org/,40.755433,-73.81532,MH,2017-02-27 11:25:37
Advanced Center for Psychotherapy Inc,Adv Ctr Psychotherapy Jamaica Esates,178-10 Wexford Terrace,,Jamaica,NY,11432,,Queens,718-658-1123 x230,,718-658-1123 x225,,http://,40.7126854,-73.7850165,MH,2018-08-21 16:30:07.324
Rising Ground,,463 Hawthorne Avenue,,Yonkers,NY,10705,,Westchester,914-375-8700,Intakes,718-794-8464,914-375-7000,http://www.leakeandwatts.org,40.9166934,-73.9069508,MH,2018-12-11 14:34:12.721
Center for Urban Community Servs Inc,(CUCS) ACT Program,665 Pelham Parkway North,Suite 402,Bronx,NY,10467,,Bronx,718-519-8326,,,,http://www.cucs.org,40.8581489,-73.8690489,MH,2019-02-07 15:20:35.602
NYC/HHC North Central Bronx Hospital,Inpatient Psychiatric Unit,3424 Kossuth Avenue,,Bronx,NY,10467,,Bronx,718-519-4864,,718-519-3030,,http://www.nychealthandhospitals.org/,40.8802525,-73.8815716,MH,2019-02-22 08:58:23.213
NYC/HHC North Central Bronx Hospital,Partial Hospitalization Program,3424 Kossuth Avenue,11th Floor,Bronx,NY,10467,,Bronx,718-519-2439,,718-519-3440,,http://www.nychealthandhospitals.org/,40.8802525,-73.8815716,MH,2019-02-22 08:58:24.208
North Central Bronx Hospital,,3424 Kossuth Avenue,,Bronx,NY,10467,,Bronx,718-519-5000,Intakes,718-519-3440,718-519-3030,http://www.nychealthandhospitals.org/,40.8802525,-73.8815716,MH,2019-02-22 08:58:48.17
Montefiore Medical Center,Psychiatric Inpatient Service,111 East 210th Street,Klau 2,Bronx,NY,10467,,Bronx,718-920-4736,,,,http://www.montefiore.org,40.8807854,-73.8794877,MH,2018-11-07 16:14:32.698
Jewish Board of Family/Childrens Servs,Harry Blumenfeld Counseling/Pelham,750 Astor Avenue,,Bronx,NY,10467,,Bronx,718-882-5000,,212-584-8495,,http://jewishboard.org/,40.8593069,-73.8652734,MH,2019-03-04 17:18:43.435
Westchester Jewish Community Services,Yonkers Clinic,487 South Broadway,2nd Floor,Yonkers,NY,10705,,Westchester,914-423-4433 x24,,914-423-4433 x31,,http://www.wjcs.com,40.9164902,-73.8971466,MH,2019-03-04 17:26:33.345
Westchester Jewish Community Services,HOSTOS,Hostos Micro Society Elementary School,75 Morris Street,Yonkers,NY,10705,,Westchester,914-376-8174 x2,,,,http://wjcs.com/,40.92218,-73.9000704,MH,2018-05-02 11:34:06.588
Bronx Psychiatric Center,BPC White Plains Road Clinic/ACT Prog,3050 White Plains Road,,Bronx,NY,10467,,Bronx,718-944-7115,,,,http://omh.ny.gov,40.8701075,-73.8667839,MH,2019-03-21 11:34:40.17
Jawonio Inc,Jawonio PROS Tech Building,775 North Main Street,,Spring Valley,NY,10977,,Rockland,845-708-2040 x2300,,845-708-2000 x2246,,http://jawonio.org,41.1440996,-74.0350847,MH,2017-02-27 11:25:37
Rockland Childrens Psychiatric Center,Yonkers Intensive Day Trt Program,75 Riverdale Avenue,,Yonkers,NY,10701,3645,Westchester,914-376-8278,,,,http://,40.9309125,-73.9014137,MH,2019-02-07 14:42:01.759
Montefiore Behavioral Health Center,,2527 Glebe Avenue,,Bronx,NY,10461,,Bronx,718-904-4400 x415,Intakes,718-904-4476,718-904-4414,http://www.montefiore.org/mbhc,40.8413047,-73.846455,MH,2019-02-22 09:03:37.293
Rockland County Dept of Mental Health,North Central Rockland District Clinic,50 Sanatorium Road,"Robert L Yeager Hlth Ctr, Building F",Pomona,NY,10970,,Rockland,845-364-2275,,845-364-2150,,http://rocklandgov.com/departments/mental-health/,41.1575122,-74.0405374,MH,2019-02-07 13:16:19.926
Saint Josephs Medical Center,Inpatient Psychiatry/Behavioral Health,127 South Broadway,,Yonkers,NY,10701,4006,Westchester,914-378-7347,,914-378-7000,,http://www.saintjosephs.org,40.9292927,-73.897861,MH,2019-02-07 14:55:59.13
Saint Josephs Mental Health Clinic,,107 South Broadway,,Yonkers,NY,10701,4006,Westchester,914-378-7461,,,914-378-7626,http://www.saintjosephs.org,40.9301065,-73.8980692,MH,2018-11-07 16:51:23.209
Institute for Family Health,The Center for Counseling At Frisby,2590 Frisby Avenue,Suite 104,Bronx,NY,10461,,Bronx,718-239-1610,,,,http://www.institute2000.org,40.841458,-73.844132,MH,2017-02-27 11:25:37
Rockland Psychiatric Center,Orangeburg Service Center,140 Old Orangeburg Road,"Building 57, 1st Floor",Orangeburg,NY,10962,,Rockland,845-398-7050,,,845-398-7076,http://,41.0443745,-73.9685828,MH,2018-02-28 12:59:33.766
Rockland Childrens Psychiatric Center,Psychiatric Inpatient Unit,2 First Avenue,,Orangeburg,NY,10962,,Rockland,845-680-4000,,845-359-7400,,http://omh.ny.gov,41.0466853,-73.9697751,MH,2019-03-04 17:18:03.089
Andrus,Mental Health Division,35 Dock Street,,Yonkers,NY,10701,,Westchester,914-965-1109,,914-965-3700 x2220,,http://www.andruschildren.org,40.9356996,-73.9002267,MH,2018-08-21 16:29:40.368
MHA of Westchester County,Yonkers Clinic,20 South Broadway,Suite 1109,Yonkers,NY,10701,,Westchester,914-345-5900 x7150,,914-345-5900 x7350,,http://www.mhawestchester.org,40.9330083,-73.8983255,MH,2017-08-15 16:10:36.479
Bronx/James J Peters/VAMC,Yonkers Community Clinic,124 New Main Street,,Yonkers,NY,10701,,Westchester,914-375-8055,,,,http://vaww.bronx.med.va.gov,40.9326296,-73.8970944,MH,2018-03-07 17:16:36.555
Astor Servs for Children and Families,,750 Tilden Street,,Bronx,NY,10467,,Bronx,718-231-3400,,,,http://www.astorservices.org,40.876531,-73.862786,MH,2017-02-27 11:25:37
NYC H H Jacobi Medical Center,Outpatient Psychiatric Services,1400 Pelham Parkway South,,Bronx,NY,10461,,Bronx,718-918-6714,Intakes,718-918-3462,718-918-5039,http://www.nyc.gov/html/hhc/jacobi/html/services/behavioral.shtml,40.8547222,-73.8463724,MH,2017-08-18 10:08:32.833
Westchester Jewish Community Servs Inc,WJCS-KICS MLK School Program,135 Locust Hill Avenue,,Yonkers,NY,10701,,Westchester,914-376-8174 x1,,,,http://www.wjcs.com,40.9387581,-73.8956563,MH,2018-05-02 11:33:44.142
Bronx Psychiatric Center,Inpatient Services,1500 Waters Place,,Bronx,NY,10461,,Bronx,718-931-0600,,,,http://,40.84783,-73.839673,MH,2017-02-27 11:25:37
New York City Childrens Center,Bronx Campus,1300 Waters Place,,Bronx,NY,10461,,Bronx,718-264-4500,,716-264-4500,,http://,40.8464709,-73.8385241,MH,2018-07-10 13:06:53.581
South Shore Association/Independant,Living Inc/Woodmere Residence,145 Irving Place,,Woodmere,NY,11598,,Nassau,516-569-4085,,516-855-1800,,http://sailservices.org,40.6327643,-73.7102492,MH,2019-02-22 08:21:09.324
Rockland Psychiatric Center,Yonkers Service Center,2 Park Avenue,,Yonkers,NY,10703,,Westchester,914-969-0543,,,,http://www.omh.ny.gov/omhweb/facilities/rppc,40.9401802,-73.8916141,MH,2018-11-07 17:06:11.453
Montefiore Medical Center,North Division/Inpatient Psych Unit,600 East 233rd Street,7 South,Bronx,NY,10466,,Bronx,718-920-9826,,718-920-9177,,http://www.montefiore.org,40.8937532,-73.8611242,MH,2017-02-27 11:25:37
Hudson Valley Mental Health ,Ellenville Mental Health Clinic,50 Center Street,,Ellenville,NY,12428,1315,Ulster,845-486-2703,,,,http://hudsonvalleymentalhealthinc.godaddysites.com/,41.7178562,-74.3967398,MH,2019-03-04 17:19:21.21
PSCH ACT Team,,209-11 Jamaica Avenue,,Queens Village,NY,11428,,Queens,718-313-1292 x226,,,,http://PSCH.org,40.7149271,-73.7510509,MH,2018-01-26 09:52:39.605
Montefiore Medical Center,Montefiore Wakefield Adult MH Clinic,4401 Bronx Boulevard,3rd Floor,Bronx,NY,10470,,Bronx,718-304-7000,,718-304-7050,,http://www.montefiore.org,40.9002893,-73.8577572,MH,2018-09-05 10:56:24.581
Montefiore Medical Center ,Wakefield Child Psychiatry Clinic,4401 Bronx Boulevard,,Bronx,NY,10470,,Bronx,718-304-7100,,,,http://,40.9003146,-73.8577527,MH,2017-12-18 08:59:42.736
Rockland Childrens Psychiatric Center,Rockland Intensive Day Treatment Prog,65 Parrot Road,"C/O Boces, Building 2",West Nyack,NY,10994,,Rockland,845-623-0085,,,845-627-4821,http://,41.1199344,-73.9802056,MH,2019-02-07 15:17:07.947
New Horizon Counseling Center,Outpatient Mental Health Center,50 West Haltron Avenue,,Valley Stream,NY,11580,,Nassau,516-569-6600 x6260,,516-569-6600,,http://www.nhcc.us,40.6610158,-73.701034,MH,2019-03-18 14:31:07.563
Astor Servs for Children and Families,Lawrence F Hickey Center,4010 Dyre Avenue,,Bronx,NY,10466,,Bronx,718-515-3000,,,,http://www.astorservices.org/,40.890957,-73.830622,MH,2019-02-22 08:58:34.179
Andrus,Childrens Center,1156 North Broadway,,Yonkers,NY,10701,,Westchester,914-965-3700,,914-965-3700 x2220,,http://www.andruschildren.org/,40.9753297,-73.8812113,MH,2019-03-18 14:57:33.049
Montefiore Mount Vernon Hospital,Behavioral Health,12 North 7th Avenue,,Mount Vernon,NY,10550,,Westchester,914-664-8000,,,,http://www.montefiore.org,40.912742,-73.84042,MH,2017-02-27 11:25:37
Montefiore Mount Vernon Hospital,ACT Team,3 South 6th Avenue,2nd Floor,Mount Vernon,NY,10550,,Westchester,914-361-7404,,,914-361-7234,http://,40.9109611,-73.8386711,MH,2017-02-27 11:25:37
Family Mental Health Clinic of,Westchester Jewish Community Services,11 West Prospect Avenue,4th Floor,Mount Vernon,NY,10550,,Westchester,914-668-8938 x14,,914-668-8938 x46,,http://wjcs.com,40.9128214,-73.8380719,MH,2019-02-07 14:50:01.645
Family Services of Westchester Inc,,6 Gramatan Avenue,Suite 401,Mount Vernon,NY,10550,,Westchester,914-668-9124,,914-668-9124 x10,,http://www.fsw.org/,40.9124791,-73.837754,MH,2018-11-07 16:25:52.001
Creedmoor Psychiatric Center,Queens Village Jamaica WRC,80-45 Winchester Boulevard,Building 73,Queens Village,NY,11427,,Queens,718-264-3411,Intakes,718-264-3950,718-264-4000,http://omh.ny.gov/index.html,40.7373152,-73.7325437,MH,2019-03-04 17:17:52.736
Transitional Services for New York Inc,Phase I Supervised Residence,8045 Winchester Boulevard,Building 20,Queens Village,NY,11427,,Queens,718-464-3772,,718-425-4942 x7665,,http://www.tsiny.org,40.7373152,-73.7325437,MH,2019-02-07 14:58:06.804
Lifeline Center for Child,Dev Inc,80-09 Winchester Boulevard,,Queens Village,NY,11427,2147,Queens,718-740-4300,Intakes,718-740-4300 x233,718-740-4300 x226,http://www.LifelineCenter.org,40.73861,-73.732903,MH,2017-02-27 11:25:37
Rockland Psychiatric Center,Mount Vernon Clinic,100 East 1st Street,7th Floor,Mount Vernon,NY,10550,,Westchester,914-363-1500,,,,http://omh.ny.gov/omhweb/facilities/rppc/,40.9114457,-73.8335899,MH,2019-03-04 17:19:01.067
Creedmoor Psychiatric Center,,79-25 Winchester Boulevard,Building 40,Queens Village,NY,11427,,Queens,718-264-4000,,,,http://omh.ny.gov/omhweb/facilities/crpc/,40.7414514,-73.7314583,MH,2019-03-04 17:26:56.99
Jewish Board of Family/Childrens Servs,Pride of Judea Counseling Center,243-02 Northern Boulevard,,Little Neck,NY,11362,,Queens,718-423-6200,,844-663-2255,,http://jewishboard.org/about-us/programs-services/community-services/,40.765224,-73.7427,MH,2019-03-04 17:27:23.22
VA Hudson Valley Healthcare System,New City Community Based Outpt Clinic,345 North Main Street,Suite 12,New City,NY,10956,,Rockland,845-634-8965,,845-634-8942,,http://www.hudsonvalley.va.gov,41.1673152,-73.9890175,MH,2019-03-04 17:27:09.344
Guidance Center of Weschester,PROS ,256 Washington Street,Suite 2,Mount Vernon,NY,10553,,Westchester,914-613-0700 x7059,Intakes,914-613-0700 x7051,914-613-0700 x7052,http://www.theguidancecenter.org,40.910716,-73.825269,MH,2017-02-27 11:25:37
New York City Childrens Center,Upper School/Queens Day Treatment/IDT,7403 Commonwealth Boulevard,,Bellerose,NY,11426,,Queens,718-264-4579,,718-264-4697,,http://omh.ny.gov,40.7453715,-73.7259795,MH,2019-02-07 15:06:28.214
New York City Childrens Center,Queens Inpatient,7403 Commonwealth Boulevard,,Bellerose,NY,11426,,Queens,718-264-4500,Intakes,718-264-4675,718-264-4546,http://omh.ny.gov/omhweb/facilities/nyccc/,40.7453715,-73.7259795,MH,2019-03-04 17:27:17.778
New York City Childrens Center,Outpatient Treatment,7403 Commonwealth Boulevard,,Bellerose,NY,11426,,Queens,718-264-4500 x264,,718-264-4500,,http://omh.ny.gov/facilities/nyccc,40.7453715,-73.7259795,MH,2019-03-21 11:33:16.577
Saint Christophers Inc,,71 Broadway Avenue,,Dobbs Ferry,NY,10522,,Westchester,914-693-3030,,914-693-3030 x2193,,http://www.stchristophersinc.org/,41.0062058,-73.8805435,MH,2019-03-04 17:19:05.974
Acadia Montana,,55 Basin Creek Road,,Butte,MT,59701,,Silver Bow,406-494-4183,,,800-477-1067,http://www.acadiamontana.com/,45.9332988,-112.5112854,MH,2018-09-18 10:03:06.174
Samuel Field YM and YWHA,Comm Advisory Prog for the Elderly,59-28 Little Neck Parkway,,Little Neck,NY,11362,,Queens,718-224-0566,,,,http://www.sfy.org,40.76029,-73.723105,MH,2018-02-06 09:40:47.155
Mental Health Assoc of Rockland County,,140 Route 303,,Valley Cottage,NY,10989,,Rockland,845-267-2172,Intakes,845-267-2172 x205,845-267-2172 x225,http://mharockland.org,41.1205853,-73.9418527,MH,2019-02-07 13:55:32.699
Zucker Hillside Hospital,Child and Adolescent Psychiatry,Ambulatory Care Pavilion Lower Level,75-59 263rd Street,Glen Oaks,NY,11004,,Queens,718-470-3500,,718-470-8100,,http://www.northshorelij.com,40.7527651,-73.7114696,MH,2018-02-22 10:21:35.319
Zucker Hillside Hospital,Long Island Jewish Behavioral Health,75-59 263rd Street,,Glen Oaks,NY,11004,,Queens,718-470-8100,,718-470-8100 x1,,http://www.northwell.edu,40.7517757,-73.7108377,MH,2018-11-07 16:23:01.293
LI Jewish Med Ctr Zucker Hillside,Div/Adult Partial Hospitalization Prog,75-59 263rd Street,Ambulatory Care Pavillion,Glen Oaks,NY,11004,,Queens,718-470-8130,,,,http://www.northwell.edu/find-care/locations/zucker-hillside-hospital,40.7517757,-73.7108377,MH,2018-11-07 16:15:21.329
Family Services of Westchester Inc,,507 5th Avenue,,Pelham,NY,10803,,Westchester,914-738-1728,,,,http://www.fsw.org/,40.9173509,-73.8095536,MH,2017-02-27 11:25:37
Childrens Village Inc,,Echo Hill,,Dobbs Ferry,NY,10522,,Westchester,914-693-0600,,,,http://childrensvillage.org/,41.0033196,-73.8601615,MH,2019-03-04 17:19:04.976
Cohen Childrens Medical Center,,269-01 76th Avenue,Suite 172,New Hyde Park,NY,11040,,Nassau,516-470-3001,,718-470-1000,,http://childrenshospital.northwell.edu/,40.7540455,-73.7084131,MH,2019-02-28 11:28:15.42
Zucker Hillside Hospital,,270-05 76th Avenue,,New Hyde Park,NY,11040,,Nassau,718-470-7000,,718-470-8100 x1,,http://www.northwell.edu,40.7532849,-73.70707,MH,2018-11-07 16:19:57.621
PSCH Inc,Northern Lights PROS,800 Northern Boulevard,Lower Level,Great Neck,NY,11021,,Nassau,516-829-9666,,,,http://www.welllifenetwork.org/,40.784442,-73.710502,MH,2019-03-04 17:18:20.297
South Nassau Communities Hospital,Inpatient Psychiatric Unit,1 Healthy Way,Suite D-4,Oceanside,NY,11572,,Nassau,516-632-3937,,516-377-5400,,http://www.southnassau.org/sn,40.6528352,-73.6305705,MH,2019-03-04 17:17:48.269
Guidance Center of Westchester,Mental Health Clinics,150 Huguenot Street,,New Rochelle,NY,10801,,Westchester,914-613-0700 x7101,,914-613-0700 x7104,,http://www.theguidancecenter.org,40.9130782,-73.7793162,MH,2017-08-18 10:05:53.488
Abbott House,,100 North Broadway,,Irvington,NY,10533,,Westchester,914-591-7300 x3100,Intakes,914-591-7300 x3118,,http://www.abbotthouse.net,41.043616,-73.858251,MH,2017-02-27 11:25:37
Mohawk Valley Psychiatric Center,Rome Clinic,227 West Dominick Street,,Rome,NY,13440,,Oneida,315-336-6230,,,,http://,43.2118693,-75.4606448,MH,2019-02-28 11:27:20.56
Neighborhood Center Behavioral Health,Rome,195-199 West Dominick Street,,Rome,NY,13440,,Oneida,315-272-2730,,,315-272-2748,http://www.neighborhoodctr.org,43.2114669,-75.4598256,MH,2019-02-07 15:28:31.819
Mercy Medical Center,Behavioral Healthcare Services,1000 North Village Avenue,,Rockville Centre,NY,11570,,Nassau,516-705-2248,,516-705-3400,,http://,40.686714,-73.634059,MH,2017-02-27 11:25:37
Idaho Behavioral Health,Moutain Home,2420 American Legion Boulevard,,Mountain Home,ID,83647,,Elmore,208-580-9525,,,,http://idahobehavior.com,43.1347748,-115.6721097,MH,2019-02-14 15:21:01.987
South Nassau Communities Hospital,Mental Health Clinic,2277 Grand Avenue,,Baldwin,NY,11510,,Nassau,516-377-5400,,,,http://www.southnassau.org/sn,40.6553341,-73.6096962,MH,2019-03-04 17:19:30.842
South Nassau Communities Hospital,Partial Hospital Program,2277 Grand Avenue,,Baldwin,NY,11510,,Nassau,516-377-5440,,,,http://,40.65533,-73.609188,MH,2017-02-27 11:25:37
South Shore Assoc for,Housing/ACT,1976 Grand Avenue,,Baldwin,NY,11510,,Nassau,516-855-1800,,516-855-1800 x1006,,http://www.sailservices.org,40.6620618,-73.6079022,MH,2018-08-07 12:19:19.766
Family Services of Westchester Inc,,239 North Broadway,,Tarrytown,NY,10591,,Westchester,914-631-2022 x16,,914-631-2022,,http://www.fsw.org/,41.0842989,-73.8591631,MH,2018-11-07 16:26:03.541
Inspiring Change Inc,,140 East 2nd North,,Mountain Home,ID,83647,,Elmore,208-587-8095,,,,http://,43.1317075,-115.6946518,MH,2017-12-08 15:11:11.044
MHA of Westchester County,ACT Program,580 White Plains Road,Suite 510,Tarrytown,NY,10591,,Westchester,914-345-5900 x7505,,914-345-5900 x7520,,http://www.mhawestchester.org,41.061653,-73.838436,MH,2017-02-27 11:25:37
